source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00028021,26745f232dd974ab1fd2e0490aca320cc33937234c09e29e4a490f5222287039,A,,background,weak,,none,
R00028022,9832840f11252593746ea19be23970fa87c25927d63f3242a429bc22319b9d3d,A,,background,weak,,none,
R00028023,4d2c251dccb74320f57c23ccfbaca87fc7af4f6493e7a56047ee2df2fa8d7c82,A,,background,weak,,none,
R00028024,75b609c5b420c71f9fa3a9ec57b83434501374cb401b6e689d3dde3b067742dc,A,,background,weak,,none,
R00028025,4019c4a6d6b46fce20da38491a2cf85e974bec062ab2da16cbab23b4c3481404,A,,background,weak,,none,
R00028026,1a7cdcc1f13385e621c4145067e381b397b26dbbb765a7c56d19945bc129a48c,A,,background,weak,,none,
R00028027,b5c7d68d578fe72899328db0aa9b5b96412d77034b65abc4c53aaddb51bb943d,A,,background,weak,,none,
R00028028,29ada86ab3012905adb7b2f5c5af2eb9fb3e38c4a51db3080fdcdc10488763a5,A,,background,weak,,none,
R00028029,b18e80d7331def7b45f1c264b10dacd276116fac4f56f30e8654b224bbbd2641,A,,background,weak,,none,
R00028030,f1be2170f045942be1828a450c3b5590b5641ca8435405e05d1da8e8bc2ce1f2,A,,background,weak,,none,
R00028031,8bf64af636a5dabe7d41d57677d88ba95cb6cf8378f3b246f9cd3e6b2c8b33ef,A,,background,weak,,none,
R00028032,03f61a03a783eb195c35765056b9bc95e89a82021717b66f5572ef2333dc0a71,A,,background,weak,,none,
R00028033,6452482d66318e1cb4e06a297e6bd0e4fbef03e23622364d6a9adcb70b7b8d9a,A,,background,weak,,none,
R00028034,f8bf57319b70116d3fafe23e5db141981cc62f59fa2f0210a683226bf49bbd97,A,,background,weak,,none,
R00028035,e306880ffedca7ba354db0d84b04df81f1ef24203ce2780209bed94449800240,A,,background,weak,,none,
R00028036,d0ba0c7c18535906944507b7d955448580fcaaa8e8e4e8c0a31c699bfaeccc35,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028037,f38c1cdda949696fc8d8d4d8bf7f42347f79bf01a1fbb1221a795e95cd47fec4,A,,background,weak,,none,
R00028038,85577ebff4ccb9b203aed336bb3046e661cf4aa4ce3812deddccacb09081ec2f,A,,background,weak,,none,
R00028039,d9b8eba9b0b13b7faffd9bf18954e772d343f8452c854d68c86ae3eb692f9302,A,,background,weak,,none,
R00028040,d044dbc1e807c695ec64e418880f203424e8d244c554b0cc7dcad55e81c4658a,A,,background,weak,,none,
R00028041,04e3c12103996ec8fa55f3d0526a55b9776bf84c01dd667ed9c2e839126158e7,A,,background,weak,,none,
R00028042,284c6cf091706b3d4e427bf09d5cbbbab64033e4e704cefbc37b3ce32ecf33e8,A,,background,weak,,none,
R00028043,1d923a294f1ab5c52622afb32a2381c06106caf929dbf8a4e243d5502362cbab,A,,background,weak,,none,
R00028044,8d03716bfc35bd45337244b4107d5cae63b18b2f07019491f68a82fa53e66280,A,,background,weak,,none,
R00028045,5488f2658948a77b3cde72b0c6a473b4e28f1bc9621f1df0f67d5d67e4fc0325,A,,background,weak,,none,
R00028046,43b4f7d8f734225b083fb41f47b838f89241fc747799355bb771e0cd191f01ef,A,,background,weak,,none,
R00028047,699af098f591c19fe01417af32476860e94dfb660d6362c5b046d0136112d32c,A,,background,weak,,none,
R00028048,59f607c45c9b91dc1dccc5c5905055802170ccc5ee7d671f3dfdb86ba865832c,A,,background,weak,,none,
R00028049,faaf8a32397af1bae0fc6c995d51d8df526f4db9440501d952abd3f1ec5f86f1,A,,background,weak,,none,
R00028050,f0f332bf471358af57f84555ad0355948798e6c8052218fc477b1ede9b1120c8,A,,background,weak,,none,
R00028051,72edd9143a7b75d40ced741bcca3c31d36e480a553104bc26ca458a0238d6f88,A,,background,weak,,none,
R00028052,a92104b5d6c791df0a1cbc7b8dcebdb7575ac78b2f015582201f9c19f09b210c,A,,background,weak,,none,
R00028053,370e10aab46811b936a59f9e94d738f37c5c7fa4b6b2fa59c9e7111f15ed345d,A,,background,weak,,none,
R00028054,7f0e2c80d20b8a8d1bd9787a39f8edd785a70384a319faa558c676243caa8393,A,,background,weak,,none,
R00028055,1ac438038537affb2a6c26facc9a909c8063cf8801cfd0e30637991f62caa462,A,,background,weak,,none,
R00028056,9894bb34bb9ce47a7b7c7b0872d4e59a116d0ae83ceb2fa4ff0f0650a9bf391f,A,,background,weak,,none,
R00028057,d20679e5698fe8d893d24378354de74b6f07568f80d984c253982c8d1fe55e9e,A,,background,weak,,none,
R00028058,864665be5cf94a969f81a0105097e7921384ef48d0cfea9377e1f8f701c5c8aa,A,,background,weak,,none,
R00028059,39f3a29542f3f7f8d290b296bdc79623fb322c738161da4b792bd31393ce2e00,A,,background,weak,,none,
R00028060,f9bfe3c64f29bc0d2500a4862a4fb22bf2b8658ed42dc482efcef65088378c02,A,,background,weak,,none,
R00028061,a9f35c14d32285bbb113a98d8dd316db3ff7b47851311488884f4dacfefbda06,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028062,287df90e79797b8e545fec367fe9922cc66cfe5331c43d0d8ce00903afb8b73b,A,,background,weak,,none,
R00028063,9888f457c5c6d107a05cf649fc4e34da78c7452afe3cc3712108f92e757e1120,A,,background,weak,,none,
R00028064,a4f4b5351bf31e0c82d818a0d1266174b21f461d135e9d3d2d93b49ff302b46d,A,,background,weak,,none,
R00028065,955ee9e098e9fd88f151a21805c96d4795048ef139060004cc52175b435a558c,A,,background,weak,,none,
R00028066,3c585875f3400be06215adf7dbcfd67b7a0806bad0e92decfae259f6cd306188,A,,background,weak,,none,
R00028067,c2a995068b7630b54174e827c4594ef3876d9e61010b6a8a86a472e8d5350de2,H,H-04,scenario_core,weak,graph,none,
R00028068,e83596db535250dc0b6f361c8eb218ac661990cc5f5bc4ff97c64554dc7abb25,A,,background,weak,,none,
R00028069,6913394935d7c563cd6f9ab9bda88a3c1ab420519c12cae454d44ddc8f957670,A,,background,weak,,none,
R00028070,8b07c166da799c86cd4b8ebc0bfc8e5d73c991086b9db441a276f3069865099d,A,,background,weak,,none,
R00028071,0a630e8a62f231983e3c1ff51f52926dbcb7d4eb35fd23eae4d0b450e91e39c2,A,,background,weak,,none,
R00028072,137cc7f5b047b86b5495164f827378dc2fc5019dc0a32b40af8c348af7e1280d,A,,background,weak,,none,
R00028073,3b3fbb732cf835b0660cc84ee8b15c01e51c345e211e1dd02a8fee124ac4d637,A,,background,weak,,none,
R00028074,ac0cc7023226276c6d4e3882a8f36732b82dd4352cd602fed68f692012a6c581,A,,background,weak,,none,
R00028075,e58e29f4cb403d76fbaac93edc918fbe22fe2a3d7af2d07f56aa1f3f1e3e0dc9,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028076,3f761231bb95426b2ffa9277e5a15c217b44d6bfece16c7178576b6380557865,A,,background,weak,,none,
R00028077,d1f1a9ff942c29697d55dc99212ab612694d24126b62bd4e96078e533e3b2694,A,,background,weak,,none,
R00028078,072c66f596a15352d6a0721eb176779cb8f678385bba46be3f4f8bd00d6d29c2,A,,background,weak,,none,
R00028079,7838d46180b77df4ee602721f7e182b9d1ee71b8bc816f30dd86267db7bc21d8,A,,background,weak,,none,
R00028080,35f2c6e7bd5e1ec5938bf3924a86e112e5ee01275a1201319a2083e51d4148d5,A,,background,weak,,none,
R00028081,a1644d81b4f5fd20e1afc5ab402c41f51f579efb93e27ca48e7530a1a7b804b3,A,,background,weak,,none,
R00028082,f6b33257c2f4492c176e4042b87d58e1aa0064f3eb685924a689f35495100d07,A,,background,weak,,none,
R00028083,9ece4d8ba980c70686d5bc8a4a33beac5830c1f63f44cdaa5f11668d525c8087,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028084,9bdd5f1f9dd8112a0456b706fede47b061a54899ed4f711f95735bd7565e3745,A,,background,weak,,none,
R00028085,5fc77b168553585b6ef6f1b697de7a9e1f1d89b2000f2ae83a2ecefc76227dba,A,,background,weak,,none,
R00028086,f7a7385ba1e9af9508c118151a0c866a19850b1ceb2dc77629046d334fd10da9,A,,background,weak,,none,
R00028087,d27a1b24e5bcb45b150a9045196c82bed97953c615a0ec152e8c2be13c2a0e51,A,,background,weak,,none,
R00028088,0189a8a595fc4fd44e31c068ee26ea22d3bd669482ee683d26cb0010c6e29bc7,A,,background,weak,,none,
R00028089,30aa414d23c8a5c70ddb09f7408c39dd92478545ccf769e1e4152dfbb2f8633a,A,,background,weak,,none,
R00028090,da88074a3cc2e047faa87307e53d49463a88b8efe3c5967ea50419ff8f4c27ee,A,,background,weak,,none,
R00028091,2957a6eb021343d75fc2f98e953afacd9d5047055cd67423039de8d7b7a6ab32,A,,background,weak,,none,
R00028092,555d6625fb1fa7ee19c85371f7dca1c2355c6ca16b0c2035f8ff53f9b73a31b0,A,,background,weak,,none,
R00028093,9d995154e06568e0ab7c7bf1ec10e21f36b8dbbd5a238eda1971fa8546195189,A,,background,weak,,none,
R00028094,ad8fcad7267fc29088e079c35ac6aa35120c45fd3e18a95106e1c149eb19b494,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028095,c89885e8ce2f01bdfefea79bfadcfc59edbf7f04b70ee1f740ac20fb918f31d4,A,,background,weak,,none,
R00028096,48db5c252321b66f1aec873cdf68c19bd10aa09d8b726edb8233854c73b4d4b8,A,,background,weak,,none,
R00028097,b7e204cf12f6c9e9b7b06e510ed9b26acb8e7134a6bb80320151a9316563d2d1,A,,background,weak,,none,
R00028098,1dbc9aa0019fcf1224f76f44bce4a45295dbf43efeaa826512761846b260fadd,A,,background,weak,,none,
R00028099,c9e0491df0f5b61565ffd7707ab36117c5eae11f1dd25776eaf078f4dc891f1c,A,,background,weak,,none,
R00028100,f15910651631a6073b75d5e54cb493ee80f160da15c931059d3c1982d0092d92,A,,background,weak,,none,
R00028101,4c9d8a5ffa9e8594896b2982b18e962e7f51e8f226f237d93eec3b9ecf089594,A,,background,weak,,none,
R00028102,4a27b4ca570dbc33505142602ea8fc07b4bdce1515284e6b47e16c8d4b8b41b7,H,H-04,scenario_core,weak,graph,none,
R00028103,a930af8a757a57adf4606d7ee6ba2cfe45d62f04daba095a5a60d68118cf5e4a,A,,background,weak,,none,
R00028104,898ad85dedcff91f8a1888f23e26237ae3ad0dac494135d2838c280c1bfd6c78,A,,background,weak,,none,
R00028105,b1dacc453b89571165a050909bd3179537361cfb87c60bfc6bc12202cbaaca7c,A,,background,weak,,none,
R00028106,5ede921bace8a7cc56375fe0e0c6c449d6725e2f18d935e9f7535ffe8e968f35,A,,background,weak,,none,
R00028107,55dd1a2fa7db9fcd0d539d913bf27ede912c64a955176ece29554675e78aaaef,A,,background,weak,,none,
R00028108,0ff8553552c06131d20b019a97b109f601267aec27e3901fd380eb99c298c997,A,,background,weak,,none,
R00028109,7b360fed8f57a0646f78d6e04f19506ab556e979f5ec0a108b42a4cb8575ad20,A,,background,weak,,none,
R00028110,7e5d21c642dea1a1392116c749c62393ceac603af1511a52146f13ad5b74bb2b,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028111,f5818385038474bd1d84d60f5ecb7ca207f098f751f995e9cb0fcff0c726960c,A,,background,weak,,none,
R00028112,5224336b25bb8df4ff4c5dc283f840846d07e824428e69e7f4c0cca777059a9a,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028113,3503bd5b67929bfd5364088d7679ab6ba49accfeee517caf3ec24cd73033aa3e,A,,background,weak,,none,
R00028114,3503bd5b67929bfd5364088d7679ab6ba49accfeee517caf3ec24cd73033aa3e,A,,background,weak,,none,
R00028115,40ee20455ceb2d37e895e04d14c6860c9c27ad594bc7fd6315f99db57e3cc4ca,A,,background,weak,,none,
R00028116,ceb600b11f4339e2b7c3afd889c19d4b3d6fd39df40bb0959d5e0218360f3cf3,A,,background,weak,,none,
R00028117,6542df2b8a13df104e9b72ad7486168d2e3fd636c5e847e8a5949f90e70bb205,A,,background,weak,,none,
R00028118,9f0496c7764076b8f2951a68d0547a0f1b49a6268f21aa7ef5a7c1b8879699c2,A,,background,weak,,none,
R00028119,f4f4025c12c204911bd70615891ca482f38439523797f34e47e5d2e12798c16d,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028120,b1d1557033a57db4fde32e92773dde66a2b089e4bdbe9d1ad2e258ef924f7356,A,,background,weak,,none,
R00028121,03cbdc45f40eeb981af7c45f2da6a97ae42949a19b59f77e7f6573326dbe373e,A,,background,weak,,none,
R00028122,0ff64b9bc109f57773c555c3e385d7a261a4d059a664955e0bde051919c3e63d,A,,background,weak,,none,
R00028123,c37bfa9e561b0ef92be3e7cb1e93e819ab0406489df54e1c28fbf3ee487f4c6b,A,,background,weak,,none,
R00028124,53848306698e8bf275080a7fc636726362581a1b474e4e7823fe5ae59601f384,A,,background,weak,,none,
R00028125,5c410b2154bcaf48ec1bc8c3c70f2e868cbfb5f673a18df73200641f960a9bef,H,H-03,scenario_core,weak,graph,none,
R00028126,fa05fd2e2b42baef43351468a74984281c7b4f89a37566d42af90283dc1d9e16,A,,background,weak,,none,
R00028127,cf1fd141ceded37459819a4059ffaffeb57865a4321798e109658598680e59c5,A,,background,weak,,none,
R00028128,6a67e264656df752edd31fa42e6eb38dbedd53cb93fa6cf8c7f8a763559d635f,A,,background,weak,,none,
R00028129,18aed002d7c1b92b1cd61f51f7de4b6c40604ef5e8b0ea4008e4669efcaf1f48,A,,background,weak,,none,
R00028130,eec4dd351eb98e53244b025142c570f2b060d9b70621fa36a572d99cc834867a,A,,background,weak,,none,
R00028131,9ca4b6021d0f64d1987cb7457252f9c7f7e0156f71d133b84773d19ad350467a,A,,background,weak,,none,
R00028132,9063986d65baaedb3e6ad95a1a20f1901747385bcb8e17a9540d6142519728a9,A,,background,weak,,none,
R00028133,5eb465a323249266dd6be25f38f71f6db8c521f2a6afaa3566cfdc5a34f931b4,A,,background,weak,,none,
R00028134,b8c6928131422a285a47fe377113251941217a95551f84bb455011900019b9a2,A,,background,weak,,none,
R00028135,8e4ad9cc515b0ba39c06584ce5dc63d8cb5396be0039a426c4de9d4444d3e5da,A,,background,weak,,none,
R00028136,fc8f93a4f7260aff51c446ee1f90822216f8a6fb1073325397fbfb3dab575be9,A,,background,weak,,none,
R00028137,66e5664c0e27a1064c83f20c6d18f6fb57dbf841dffa17e44399441ce273a8d1,A,,background,weak,,none,
R00028138,ac940b433a54cec1d2eecd8af9163f32b7cc47d5d7c7d52dcac9596ce0887845,A,,background,weak,,none,
R00028139,08d3490f63837dc4698a62ba6db787a2c444f44078d77adc323e6c47cecdcbf0,A,,background,weak,,none,
R00028140,d9677bb8ce6771f7caf1aeb51d0f33ce0faaa8fd3fd1e11a1931378af48846da,A,,background,weak,,none,
R00028141,20d552a6ccd7ace6ed270e1f1f5df87cf71577d091b7613cfd41e032b869167f,A,,background,weak,,none,
R00028142,6af00f8ad6e73c2c0aa21514601f5450a5eda1477963430d4f7490e3120d9813,A,,background,weak,,none,
R00028143,0d0794046eaad8519538a167c01f1c45e49b69a1e0ddfd841fcacd8d55f81f93,A,,background,weak,,none,
R00028144,a9fdf9716705e2bb95fe7c7361234216b1112917b8c4938fc493c87071eaefea,A,,background,weak,,none,
R00028145,982254dce6215d73f30689eceb1ff65b4fbdad699e1522628c518251b069d3e5,A,,background,weak,,none,
R00028146,287b93040435828994b3a1d426742ee0aabf0b7c38aabe1d741946abf4d28050,A,,background,weak,,none,
R00028147,a29a385a8aa676759b4bbb642b11d3803bf4c2d224d2f8aba2305ff260b2cb59,A,,background,weak,,none,
R00028148,e8c98aac6527cd17490a0898adf27062f9da259b274cd31db9d67960783eb368,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028149,a4cba16379f81dfc42618e7a793aad5cd67d6abf52b6afb825963cbf718ee6ad,A,,background,weak,,none,
R00028150,fbe7c64b509c6500aaa3e5f502a7dafb6f57424b8e6fd40945553837f3f3f0b5,A,,background,weak,,none,
R00028151,243d940048d1d5dc4a1afef99579477995a578d3322ed67f4b89974d4a0dbbaa,A,,background,weak,,none,
R00028152,0436f58e445340b7c9129f2a9bfd39f2cab3769bbf8ff4b80efbeba682e5aab3,A,,background,weak,,none,
R00028153,5757aae7f4e80d776c8f27be0811e003d433015841c9ba973fef63f5e0c34b53,A,,background,weak,,none,
R00028154,e2b341180e8792f7b6ff222b62b34d1f519a20b45f3242dbbd9a40f162405210,A,,background,weak,,none,
R00028155,6e8d0d5f8866c733f2335d54abdec1901b2720cf8d3a2f80a83dfc2e5f430bdc,H,H-04,scenario_core,weak,graph,none,
R00028156,20ee877dece8c4de4ddbfbed3b0aa88ebf233c790b7c29b90fe4d25b95440bfd,A,,background,weak,,none,
R00028157,389aac9562e34bb26e955a4cdb59bd08089effa5728c2bc458f7dc58e15284af,A,,background,weak,,none,
R00028158,78932d7873feb2f3f91b935f768be88f116bd07783770c8c8a7f294c233980ce,A,,background,weak,,none,
R00028159,7818e70a4e3277392cbd6bc6d9bcb2819f5395aa500e12cbce0b236725a20ccd,A,,background,weak,,none,
R00028160,448a3e863c204d970bc743f757b39bb85185706dae69ac8a0ebc8ea1c0a11f15,A,,background,weak,,none,
R00028161,9148a38ecf57a22b4b4d93655da7fd91e3a37cbf61755663b1a62767ebe1b144,A,,background,weak,,none,
R00028162,6d9681ae5f29445e513679e97b6b090f33ffb56e83971244f100717c184b7c63,A,,background,weak,,none,
R00028163,b4e5f2d702acbe2315ab9d0a34027b7adbd7689a7dffd99c7a4b9dc0f111eea7,A,,background,weak,,none,
R00028164,77a103eea1650367da6e0d0c04a9b57ca1ff8d8ef17b3958e2d00a337d85aa83,A,,background,weak,,none,
R00028165,971b893d294ce34e64d12d10696636a3a71e17ac8f4bda6a1815b88f050bfe91,A,,background,weak,,none,
R00028166,e321c5d24d957059ab8fb3083efccf3f679d1402f1dd7af427c09651cafff117,A,,background,weak,,none,
R00028167,d96c77d6a860b9e76b9de5b56a0fe43d9c14807b6d21422560568d562199ad0e,A,,background,weak,,none,
R00028168,36c5047585a9e781f2f56bfac11c21768e892cf6986db9c74e8f07556e47d218,A,,background,weak,,none,
R00028169,fdcd1f79232201f45cd4f6ad60d083f20129e7e5a5b07f903cae2f4e8f2aa80d,A,,background,weak,,none,
R00028170,34b1ccdd0ec73f70a450efe7be3b8ea9010d6ed8582db09ea9e69bcfa3974b88,A,,background,weak,,none,
R00028171,d96c77d6a860b9e76b9de5b56a0fe43d9c14807b6d21422560568d562199ad0e,A,,background,weak,,none,
R00028172,e321c5d24d957059ab8fb3083efccf3f679d1402f1dd7af427c09651cafff117,A,,background,weak,,none,
R00028173,359dd9c5af1f4090934ef0d0aa553eee170c26c5d484e3730bf11bdde8bcf5f4,A,,background,weak,,none,
R00028174,fce136f6a83b7d2a30248d56052170a1cdc62e68909e303e10c4515cac1cc6a8,A,,background,weak,,none,
R00028175,24084506d4a7100a7051f5718a5fa482192c5c9c72bd5b04b2af5c993209c36f,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028176,4273ec5d4db10280a057a1fa051e83df03f6d5cbc54a1f866622399c3f289b94,A,,background,weak,,none,
R00028177,c3cdf0b2f172732e14f3bfbc4589be3b91c2ff896298e583ec14a7ab0880dc1a,A,,background,weak,,none,
R00028178,832f843adc296016864d72bf3305cbc373a6d7fa9fd28c6ff9eb1690ab5a1c55,A,,background,weak,,none,
R00028179,6aabfbae41871a60273b359d2ee012da7673b64a5dac5f5c20fdb60ab0f2eca7,A,,background,weak,,none,
R00028180,c3b5dfe93b948df754ed75c9462ba8f699d72adca3073f5304279755b8f081ed,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028181,943d73b4f16eb19e257d3e399ff2a26ee0fd905747192945cacbd14a3880a228,H,H-06,scenario_core,weak,graph,none,
R00028182,34a1ebf6c47d5b637a44a4429b8e1698f53d7068dc0e8a0561cf99d71e26801a,A,,background,weak,,none,
R00028183,cb65d7e62b6c58687059644889ae689a89a8182235a6ebed02aa6eddf3dc57cf,A,,background,weak,,none,
R00028184,7e2b0d4a0b0779d956007e309b9573febc42e89c7f67f9e0b6d66eb7f1a2ba5e,A,,background,weak,,none,
R00028185,188656632ae00db385fd8ab6044f333b2b1a84f75a7bbe76b6e4a1537058421a,A,,background,weak,,none,
R00028186,223a38cfad6c55631f59ad91cf6770318a5a3da2c1382747f720c4ed732bbf9a,A,,background,weak,,none,
R00028187,c03101080e571da284120a69d95412dea1263658af380076ff93c633f7cfd69b,H,H-06,scenario_core,weak,graph,none,
R00028188,00f9eef43fc00d6b307e2438ae115eefc73f4daee79abc3d7ab1a200e89caa87,A,,background,weak,,none,
R00028189,d9429df1a71bd24ac9f3c2d2e9b9b0ff4fd8947b249b7a66f93e7cb8f36ba84b,A,,background,weak,,none,
R00028190,93e082da7cd4e189792f497f50fff4ce83f83b4c2228712ecdf1575c88e8287f,A,,background,weak,,none,
R00028191,ae0ba833f66738f0405dbda99cad08bbce0676a1c6510e78c4324ab99adfd853,A,,background,weak,,none,
R00028192,4ec5b427f56ec22186ad106184ca70408991d98f79aee916ba98cfbbd14e0789,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028193,c7402b0377d6954622dea804feba969c3f044b2ad1ac195b43891fa49ed2a610,A,,background,weak,,none,
R00028194,db358a72164ff6fc6dbfed17307ab0d989e901e5a80598d546752cfe6687371d,A,,background,weak,,none,
R00028195,de44f9b5adb9c447c20ffc8b246b66fd997f7aa88c3f03636e573eb352273908,A,,background,weak,,none,
R00028196,bec161871e3949bc3ad8022252011e5cceaff9c0733987fd9a93c843e98fb65f,A,,background,weak,,none,
R00028197,edf97a552de19d49c4c7c85a36a813c9b775b9deb925ff56458373c956dac71d,A,,background,weak,,none,
R00028198,ff22aa393bc954bdcbb7ec8aed5412e80759e70fce06d21ec9b0bfb5b711d1c5,A,,background,weak,,none,
R00028199,4fbb2586b0e06312716abd1cac13955e4629cf7187c2301c66b02b996a4746c3,A,,background,weak,,none,
R00028200,88f1b904242322fa59c9719df8c82899f92f18fead5084fbd947c436db36ee9b,A,,background,weak,,none,
R00028201,2887fa0b5b79b983262a79c0d80ae3fc0e9a659cb8550b19e4a42c900b794c2d,A,,background,weak,,none,
R00028202,659bcbce1b4f119a8eea5cb0790c0bee683a33709fdc5625047ddc9e9ddd935a,A,,background,weak,,none,
R00028203,bbaa048d59bf5bd27341f141f942304a8ac71d95a8eede79a861125787b577cb,A,,background,weak,,none,
R00028204,b97c019be6d4a9e4d0d8099efb261f39f30dcf47e8c5e8cbfbdd317990a62b64,A,,background,weak,,none,
R00028205,0278ad268b2a4b769750222505bb1c614c056e6bd801440c53b671c028a63780,A,,background,weak,,none,
R00028206,203d4d755dcc441c350e699f85588b172d0686d8859972866a6bc0aef6a4e550,A,,background,weak,,none,
R00028207,ee94e0ea3d8b489528ce87810f151838254f470de968075f6681ef1f08c0b792,A,,background,weak,,none,
R00028208,826d403b252eae27b4d44d276c59dfaf8327bd3d801b25c1703f44fbbd832f28,A,,background,weak,,none,
R00028209,ffbb848aec0d6cafbd041d4ac78bae934cb89169bdf3a120b340b4cc8228b5b6,A,,background,weak,,none,
R00028210,79e5fac3e93d164037424276031de625a8a7976ee91daeb3cf643a80c1583b4b,A,,background,weak,,none,
R00028211,234f7d42fed8d0100ca84656017f22f394b7b1ef00fc1800cc46c488b9773d0c,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028212,145c4bb23486d5b17eeb358f8d3d34cd1137a305a3e9d45c8f8af801b243983b,A,,background,weak,,none,
R00028213,be77d676904e1c5ad58ac4603edc9ae38179b53e62a5a16a703bbd3d044b1f56,H,H-03,scenario_core,weak,graph,none,
R00028214,8a1bd47362fb61ada3b130cb58d4b509209bf83df12c1a3895d261912a2c8c13,A,,background,weak,,none,
R00028215,59cd1600964b2ec54109e46f8cc79b74ef5b4721b9fab52c60a395272fc261ab,A,,background,weak,,none,
R00028216,d803d98287d02069cf27a8dffdb12451d266ac2a20c5b1fabe11f13537c8291c,A,,background,weak,,none,
R00028217,0bc7339d963af6b8b127d85918355c07d7cc5fe9a5cc3e627f79e44951d72148,A,,background,weak,,none,
R00028218,12a732ce512cddf4a5af598a83940bd261b1147e90d0bd1b99e8f21772582035,A,,background,weak,,none,
R00028219,65ed5ffd1b0cee5e9de1cdc12841f28585e17c71b638ff038dffc20f4ad18384,A,,background,weak,,none,
R00028220,0864cf64990a62fe9d5f4391cacfc024dedc5419fb257a2800d597aa289bf932,A,,background,weak,,none,
R00028221,ff7a80d320b23ef62900cbfaa483f63a966eb29023aa4a09ea0efe515b320e6f,A,,background,weak,,none,
R00028222,ae5b38cd51710a13959de101dced068a218fe5315dca15ae670712d2193a8306,A,,background,weak,,none,
R00028223,63bb4df37bc1677d297067302e9c8ddb5659906784387b544577fbebfc185ba9,A,,background,weak,,none,
R00028224,4e014dd1b15bb410f05f1e4e1c3f929209c78651d8dd979fb47c4b4538a3933f,A,,background,weak,,none,
R00028225,d4f7de91ce2cd9e2849e32b9ad874c6dc074a7da87dcf685940f1281a09f688d,A,,background,weak,,none,
